category,description,title,url,lon,meta,lat,id
陕西,"　　秦始皇陵是中国历史上第一个规模庞大、设计完善的帝王陵寝，也是世界上最大的地下皇陵，为中国第一批世界文化遗产。这里是中国历史上第一个皇帝嬴政（前259—前210年）的陵寝，秦陵四周分布着大量形制不同、内涵各异的陪葬坑和墓葬，现已探明的有400多个，其中包括举世闻名的“世界第八大奇迹”兵马俑坑。
",西安景点大全,,,,,3d08ab98-6c0c-4ad9-8b9e-7c9ffc5c0d43
山东,　　大明湖是由济南境内众泉汇流而成的天然湖泊，湖水“恒雨不涨，久旱不涸”，水色澄碧，堤柳夹岸，莲荷叠翠，水榭点缀其间，南面千佛山倒映湖中，形成一幅天然画卷，沿湖的亭台楼阁，水榭长廊参差有致，有“泉城明珠”、“济南第一庭园”之美誉，与趵突泉、千佛山并称济南三大名胜。,济南景点大全,,,,,c8152212-1cf9-4085-9c5f-9e43e38f8d59
云南,　　,大理景点大全,,,,,e9a6f021-c9b9-4dc0-9c14-c7889cd9e446
内蒙古,　　内蒙古鄂尔多斯,鄂尔多斯景点大全,,,,,d6a9c169-5de5-48c2-9b04-33e1d2dd6cff
广西,"　　象山是桂林市的象征，景区包括象鼻山、伏波山、叠彩山三座山，濒临漓江，半枕陆地，山水相依，山得水而活，水得山而秀。园内自然山水与人文景观交相辉映，山、水、洞、岛、亭、台、坪、径、文物、古迹相映成画，美不胜收，是桂林山水的精华。
",桂林景点大全,,,,,87476190-8733-49dc-af80-bd86325e4ea9
北京,　　北京大学是中国第一所国立综合性大学，创办于1898年，初名京师大学堂，也是当时中国最高教育行政机关。作为新文化运动的中心和“五四”运动的策源地、中国最早传播马克思主义和民主科学思想的发祥地、中国共产党最早的活动基地，北京大学为民族的振兴和解放做出了不可磨灭的贡献。爱国、进步、民主、科学的传统精神和勤奋、严谨、求实、创新的学风在这里生生不息、代代相传。1917年，著名教育家蔡元培出任北京大学校长。陈独秀、李大钊、毛泽东以及鲁迅、胡适等一批杰出人才都曾在北京大学任职或任教。,海淀景点大全,,,,,f45febdc-9cb5-4bb0-aa62-ea65ef6c3c20
湖北,　　,武汉景点大全,,,,,8aab489f-d22e-4f00-b95e-0db76096d05c
北京,　　雍和宫是北京市内最大的藏传佛教寺院，以其规模宏大、清代帝王的宗教活动场所及联系蒙、藏上层人士的特殊历史作用而闻名于世。旧址创建於清康熙年间，为皇四子胤禛的府邸，雍正驾崩后，乾隆将雍和宫改建为藏传喇嘛寺。寺院位于北京内城的东北角上，南起戏楼胡同，北至内城城垣，总长近400米，占地约66000多平方米，殿宇宏伟，气势巍峨，是民间传说的香火最旺、最灵验的祈福胜地。,东城景点大全,,,,,3a812be0-5fa6-4154-a86f-49b74713d57b
海南,　　,三亚景点大全,,,,,f0e6d02b-c5dc-4893-b31d-2751f3d29901
浙江,　　普陀山是我国四大佛教名山之一。普陀山是浙江东海舟山群岛中的一个小岛，素有“海天佛国”、“南海圣境”之称，面积约12.5平方公里，是著名的海岛风景旅游胜地、国家首批重点风景名胜区。普陀山山以其观音道场的神圣地位，以普陀十二景优美的自然风景被誉为“人间第一清净地”、“海上有仙山，山在虚无缥渺间”，成为驰名中外的旅游胜地。,舟山景点大全,,,,,72766bfd-c0f5-4fd7-b666-403454e58b08
山东,　　趵突泉又名槛泉，是泺水的源头，如今已有2700年的历史，位列济南七十二名泉之首，自古就名扬海内外，有“济南泉水甲天下”的赞誉。公园最早于1956年以趵突泉为中心整修而成，后历经几次扩建，逐渐建成以泉为主、小巧玲珑、步移景异的泉石园。如今，这里已经成为泉城济南的象征与标志，与千佛山、大明湖并称为济南三大名胜。,济南景点大全,,,,,c80c6615-8683-46b7-aa9b-e881148091d1
江苏,"　　拙政园是苏州园林中最著名的一座，已被列入世界文化遗产名录。它与北京颐和园、承德避暑山庄、苏州留园并称为我国四大古典名园，被誉为“中国园林之母”；又与狮子林、沧浪亭、留园统称“苏州四大名园”，是苏州园林中面积最大的古典山水园林。拙政园始建于明正德初年（16世纪初），位于苏州平江区东北街，现存园貌多为清末时所形成。拙政园的布局主题以水为中心，池水面积约占总面积的五分之一，各种亭台轩榭多临水而筑，东花园开阔疏朗，中花园是全园精华所在，西花园建筑精美，各具特色。整个园林的设计十分精巧，游览起来可以说是“一步一景”，处处体现着江南水乡的韵味。园中小径曲折，从一重重门廊、镂空图案的石墙，到每个亭子、每扇窗户都不雷同，而且与树木花草搭配得恰到好处，构成一幅幅如画般的风景。
",苏州景点大全,,,,,bbf7c587-b624-4520-89bb-a61a4adca00f
河北,"　　有“北国江南、北地西湖”之誉的白洋淀是中国海河平原上最大的湖泊，位于河北省中部，旧称白羊淀，又称西淀。是在太行山前的永定河和滹沱河冲积扇交汇处的扇缘洼地上汇水形成。现有大小淀泊143个，其中以白洋淀较大，总称白洋淀。
",保定景点大全,,,,,2679c9aa-741d-450f-9a2c-cf85f52d9f4c
广东,"　　广东丹霞山与鼎湖山、罗浮山、西樵山合称为广东四大名山，景区内丹霞地貌发育典型、类型齐全、造型丰富，是广东省面积最大、景色最美的以丹霞地貌景观为主的风景区和自然遗产地，是世界“丹霞地貌”命名地，被称为“中国的红石公园”。
",韶关景点大全,,,,,d19696a4-4ebb-40c0-8b95-5f525c406965
广东,　　东莞虎门大桥是中国第一座大型悬索桥，“虎门大桥”四个字是江泽民主席所题，大桥飞架于珠江干流狮子洋出海航道之上，东起虎门，西接南沙，横跨珠江口，全长15.78公里，,东莞景点大全,,,,,15d6e8a9-a39e-4253-9d30-f464530f06c7
湖南,"　　张家界武陵源位于湖南省西北部武陵源山脉中段桑植县、慈利县交界处，有“大自然迷宫”、“天下第一奇山”之美誉，总面积三百六十九平方公里。其中，中心景区面积二百六十四平方公里，属砂岩峰林地貌，以“五绝”：奇峰、怪石、幽谷、秀水、溶洞闻名于世。
",张家界景点大全,,,,,4a8ed435-221e-4b38-bf5b-273a5512d709
浙江,　　杭州,杭州景点大全,,,,,818675eb-c711-40df-ae1c-ff5bf846d7a6
江苏,"　　连云港花果山风景名胜区，因吴承恩创作神话小说《西游记》取材于此，而名扬海内外。山中云海起伏 ，林木茂密，青竹滴翠，素有“孙猴子老家”之称。作为云台山脉的主峰和江苏诸山的最高峰，花果山春来鸟语花香，夏日飞瀑急湍，秋季风景如画，冬日银装素裹。晴游花果山，登山远望、日出海上、大海茫茫、风帆点点、身临其境、使人顿觉“恍疑身世出尘寰”；雨登花果山、云山雾海、如入画图，如临仙境。
",连云港景点大全,,,,,dfa3d386-6330-4da4-b004-75bd4c40b117
江苏,　　钟山风景区是南京城市特色的集中体现和名胜古迹荟萃之地，以,南京景点大全,,,,,284abefc-5b64-43cc-bb2b-f7bdaba4121e
北京,　　明十三陵是中国明朝皇帝的墓葬群，北京昌平区境内的燕山山麓的天寿山，自永乐七年（1409）五月始作,昌平景点大全,,,,,f0bd5ad3-7f98-4e2d-874a-2bda0e30b65e
江西,　　上饶三清山以“奇峰怪石、古树名花、流泉飞瀑、云海雾涛”并称自然四绝，自古享有“清绝尘嚣天下无双福地，高凌云汉江南第一仙峰”之殊誉。三清山因玉京、玉虚、玉华三峰峻拔，宛如道教玉清、上清、太清三位最高尊神列坐山巅而得名，主峰,上饶景点大全,,,,,7f91dd81-c680-433d-9fae-61eef0fa8d03
广东,"　　深圳大梅沙海滨公园位于中国南海之滨、深圳特区东部的大鹏湾畔，园内金色的沙滩、蔚蓝的海水、轻淡的白云、碧绿的山峦、阵阵的椰风、飘香的花草，与轻松的音乐、点点的白帆，多姿的风筝所构成的亚热带海滨风光，以其动感立体的独特魅力，成为深圳地区一个集观光度假、休闲旅游、运动娱乐于一体的旅游胜地。
",深圳景点大全,,,,,f3ae0de0-d135-4642-93a2-097cdc61835c
北京,　　香山是北京西郊一座具有皇家园林特色的山林公园，为北京市民秋赏红叶及登高健身的最爱场所，公园历史悠久，文物古迹众多，园中丰富的林木资源和峰峦地貌亦被评为“北京新十六景”之一。,海淀景点大全,,,,,dc453234-dbc3-4ec5-9b60-1152211b7ced
浙江,"　　横店影视城是全球规模最大的影视拍摄基地，中国唯一的“国家级影视产业实验区”，被美国《好莱坞》杂志称为""中国好莱坞""。这座位于浙江金华东阳市“江南第一镇”——横店境内的影视城总计用地4963亩，建筑面积495995平方米，已建成13个跨越几千年历史时空，汇聚南北地域特色的影视拍摄基地和两座超大型的现代化摄影棚。特别是",金华景点大全,,,,,167664ba-ea03-4369-8545-d9fdcb839369
新疆,"　　新疆天山天池风景名胜区位于新疆昌吉回族自治州阜康县境内，是以高山湖泊为中心的自然风景区，为新疆著名湖泊，素有“天山明珠”盛誉，天池古称“瑶池”。风景区以天池为中心，包括天池上下4个完整的山地垂直自然景观带。 在中国古代神话中，这里还是西天王母娘娘沐浴的地方。
",昌吉景点大全,,,,,d48c642b-0e7b-4690-92a8-b5325417c1eb
河南,"　　开封清明上河园是一座以宋文化为主题的大型历史文化公园，它是依照北宋著名画家张择端的传世之作《清明上河图》为蓝本建造的。景区占地600余亩，其中水面180亩，大小古船50多艘，房屋400余间，景观建筑面积30000多平方米，形成了中原地区最大的仿宋古建筑群，成为中原大黄河旅游线上的一个重要景区。
",开封景点大全,,,,,79be2fda-f8a6-4fc9-a50f-cd18691eeb9a
湖南,　　韶山毛泽东,湘潭景点大全,,,,,0674c5fb-10ea-4704-ae9b-1e912af7c81f
陕西,　　秦始皇,西安景点大全,,,,,8c900bbe-8c3c-4833-ab42-5952750508db
河北,"　　自古以来就是避暑佳地的北戴河地处河北省秦皇岛市中心的西部，是秦皇岛的城市区之一。北戴河受海洋气候的影响，夏无酷暑，冬无严寒，常年保持一级大气质量，没有污染，没有噪音，城市森林覆盖率54%，人均绿地630平方米，是中国最早开发的旅游度假区。
",秦皇岛景点大全,,,,,bc40d49c-aaaa-40e4-90ae-4f0c92343831
河北,"　　承德避暑山庄是中国古代帝王宫苑，清代皇帝避暑和处理政务的场所，位于河北省承德市北部。始建于一七零三年，历经清康熙、雍正、乾隆三朝，耗时八十九年建成，与全国重点文物保护单位颐和园、拙政园、留园并称为中国四大名园。
",承德景点大全,,,,,67033480-4a09-42de-8621-f7255f91e082
山东,　　曲阜被世人尊崇为世界三大圣城之一，是孔子的故乡，城中,济宁景点大全,,,,,ae0bf7b6-c56f-4162-a5ab-5274793bcce9
山东,"　　蓬莱八仙过海旅游景区（又称“八仙渡”）坐落在蓬莱市北黄海之滨，以八仙过海的古老传说、神奇的海市奇观、迷人的山海风光，集古典建筑与艺术园林为一体，成为游客拜仙祈福、休闲度假、体验“神仙”意境、观海览胜的绝佳之处，是山东半岛黄金旅游线上一处引人瞩目的亮点。
",烟台景点大全,,,,,b81a7af7-4c57-41e1-ac0e-94897b84e09a
北京,"　　国家游泳中心（水立方）为2008年北京奥运会标志性建筑物之一，场馆坐落于北京奥林匹克公园内，场馆建设时所采用的根据细胞排列形式和肥皂泡天然结构创意十分奇特。
",朝阳景点大全,,,,,9fac0705-00be-440b-9168-c8bb34b48316
吉林,"　　长白山景区有着“千年积雪为年松，直上人间第一峰”的美誉，堪称“东北屋脊”。长白山拥有“神山、圣水、奇林、仙果”等盛誉，是满族的发祥地，在清代被称为“圣地”。长白山还有一个美好的寓意“长相守、到白头”，因此常年有络绎不绝的游客竞相前往。独特的朝鲜族民俗，也深深地震撼着旅游者的心魄。
",延边景点大全,,,,,a66798fa-0f63-4532-a155-b0e290d412f5
贵州,"　　黄果树瀑布景区以其雄奇壮阔享有“中华第一瀑”之盛誉，被誉为“西部最具魅力旅游景区”。在大瀑布的上游和下游20千米的河段上，分布有雄、奇、险、秀风格各异的瀑布18个，是世界上最大的瀑布群，1999年被列入世界吉尼斯记录。
",安顺景点大全,,,,,0f47ffc4-443f-4192-b81c-3e0eeb393fc2
北京,"　　北京天坛公园以其严谨的建筑布局，奇特的建筑结构，瑰丽的建筑装饰，不仅是我国现存的一组最精致，最美丽的古建筑群，也是世界上最大的古代祭天建筑群。天坛始建于明永乐十八年（1420年），是明清时期皇帝祭天、求雨和祈祷丰年的专用祭坛。
",东城景点大全,,,,,94b56205-333b-419c-946f-a9c9d944171d
重庆,"　　长江三峡风景区地跨重庆、湖北两省市，是世界著名大峡谷之一，也是中国古文化的发源地之一，万里长江在这里走过一段山水壮丽的大峡谷。两岸崇山峻岭，悬崖绝壁，风光奇绝，两岸陡峭连绵的山峰，一般高出江面700-800米左右。江面最狭处有100米左右；随着规模巨大的三峡工程的兴建，这里更成了世界知名的旅游热线。
",巫山景点大全,,,,,899d45a8-cfef-4257-8e39-3e17eacf42b4
山东,"　　青岛崂山景区耸立在黄海之滨，素有“海上名山第一”之称，山上奇石怪洞，清泉流瀑，峰回路转，是山东半岛的主要山脉，最高峰崂顶海拔1133米。当地有一句古语：“泰山虽云高，不如东海崂。”山海相连，山光海色，是崂山风景的特色，是全国唯一在海边拔地崛起的山脉。
",青岛景点大全,,,,,cfbc9edd-5201-46bf-baf7-544bbf5926a7
广东,"　　深圳世界之窗是一个以弘扬世界文化精华为宗旨的都市休闲娱乐文化主题公园，园区将世界奇观、历史遗迹、古今名胜、自然风光、民居、雕塑、绘画以及民俗风情、民间歌舞表演汇集一园，再现了世界各地的奇妙风光名胜。
",深圳景点大全,,,,,d0cc6413-117d-4296-abfe-5f07df7cfe48
河南,　　河南嵩山,郑州景点大全,,,,,9270afe9-d1c0-4d82-a1e7-a11046b002dc
山东,　　,烟台景点大全,,,,,b7cbadd2-7a8c-403a-a68e-5d59cbc2eacd
陕西,"　　华山，五岳之西岳，素有“奇险天下第一山”之称，在全国乃至世界享有很高的声誉。景区位于陕西渭南市的华阴市境内，海拔2154.9米，南接秦岭，北瞰黄渭，扼守着大西北进出中原的门户，资源丰富，景观独特，文化内涵丰厚，是中华民族文化的发祥地之一。
",渭南景点大全,,,,,de1e06bc-e20f-4dd8-9c90-ea7e309cd0ba
北京,　　圆明园是清朝五代皇帝倾心营造的皇家营苑，被世人冠以“万园之园”、“世界园林的典范”、“东方凡尔赛宫”等诸多美名，园区坐落在北京西郊海淀区，与颐和园紧相毗邻，由圆明园、,海淀景点大全,,,,,d2b354e3-4faf-4172-a6ad-e42cfe076145
云南,　　丽江,丽江景点大全,,,,,85a18d0e-b31c-4518-b5a5-ddbb53278013
浙江,"　　杭州西湖是我国著名的旅游胜地，也被誉为“人间天堂”，是全国十大风景名胜之一，已被列入《世界遗产名录》。西湖古称“钱塘湖”，又名“西子湖”，位于浙江省杭州市，水面面积约4.37平方公里，湖岸周长15公里。西湖古迹遍布，拥有国家重点文物保护单位文物保护点和各类专题博物馆点缀其中，为之增色。《新白娘子传奇》、《白蛇传》、《青蛇》、《秋瑾》、《两宫皇太后》、《梅花三弄之水云间》等影片也均在杭州西湖取景拍摄。
",杭州景点大全,,,,,5c056922-11ba-46d8-a683-74063d6bb1e0
云南,"　　丽江古城地处我国西南边陲的云南省西北部，是我国保存最为完好的四大古城之一，也是中国向联合国申报世界文化遗产成功的古城之一。丽江是纳西族的家园，纳西族人民长期以来创造并延续下来的东巴文化，是世界民族文化中的一支奇葩。
",丽江景点大全,,,,,7620ff6f-7860-4641-be49-cb32a7559106
湖北,"　　三峡大坝是当今世界上最大的水利枢纽工程、最大的水电站，风景区以世界上最大的水利枢纽工程——三峡工程为依托，全方位展示工程文化和水利文化，将现代工程、自然风光和人文景观有机结合，成为国内外友人向往的旅游胜地。
",宜昌景点大全,,,,,a5f99d3a-4a77-4026-ab6c-f0541ebe4df3
上海,　　上海外滩是到上海观光的游客必到之地，外滩的江面、长堤、绿化带及美轮美奂的建筑群所构成的街景，是最具特色的上海景观。外滩也称中山东一路，全长约1.5公里，南起延安东路，北至苏州河上的,黄浦景点大全,,,,,d46e0191-1706-44d2-a0bc-71c14f827626
北京,　　清华大学是中国最高学府，地处北京西北郊繁盛的园林区。清园内林木俊秀，水清木华；清澈的万泉河水从腹地蜿蜒流过，勾连成一处处湖泊和小溪，滋润着一代代清华学子高洁的志趣和情操。清华大学前身是,海淀景点大全,,,,,4ec9fd04-9f40-4bc1-98d5-732b2ea42cbe
河南,"　　焦作云台山风景名胜区因山势险峻，峰壑之间常年云锁雾绕而得名，以独具特色的“北方岩溶地貌”、“云台山水”被列入首批世界地质公园名录。这里四季分明，景色各异，是一处以太行山岳丰富的水景为特色，以峡谷类地质地貌景观和悠久的历史文化为内涵，集科学价值和美学价值于一身的科普生态旅游精品景区。
",焦作景点大全,,,,,b1d5f1bd-4fe7-4eca-8165-dabb2f674963
广东,　　广州莲花山旅游区山体由48座红色砂岩低山组成，最高海拔为108米，占地2.54平方公里，以始创于西汉、具有两千多年历史的,广州景点大全,,,,,ab015044-0664-4311-96d6-16089c425bf4
北京,"　　北海公园，原是辽、金、元建离宫，明、清辟为帝王御苑，已有900年历史，是中国现存最古老、最完整、最具综合性和代表性的皇家园林之一。北海公园位于市中心区，城内景山西侧，在故宫的西北面，与中海、南海合称三海。
",西城景点大全,,,,,b609378a-7779-4540-ac1a-7ee64bf1a73c
江西,"　　庐山以雄、奇、险、秀闻名于世，素有“匡庐奇秀甲天下”之美誉，是世界地质公园，也是三山五岳中的三山之一。庐山地处江西省北部鄱阳湖盆地，九江市庐山区境内，濒临鄱阳湖畔。山体呈椭圆形，典型的地垒式长段块山约25公里，宽约10公里，绵延的90余座山峰，犹如九叠屏风，屏蔽着江西的北大门。故古人云：“峨峨匡庐山，渺渺江湖间”，庐山就是这样一幅充满魅力的天然山水画卷。
",九江景点大全,,,,,6620a808-1f03-45f5-8899-459f858df8fe
北京,　　八达岭长城位是明长城中保存最好的一段，被称作“玉关天堑”，也是最具代表性的一段，是明代长城的精华。八达岭景区于北京市延庆县军都山关沟古道北口，以八达岭长城为主，兴建了八达岭饭店和中国,延庆景点大全,,,,,363c33aa-e3ff-4f2c-8bdc-a7317b58b795
黑龙江,　　,黑河景点大全,,,,,ba95c06f-cf75-4759-9be9-41395bc4e5f8
河南,"　　开封府为北宋时期天下首府，威名驰誉天下，现位于开封包公湖东湖北岸，占地60余亩，建筑面积1.36万平方米，气势恢弘，巍峨壮观，与位于包公西湖的包公祠相互呼应，同碧波荡漾的三池湖水相映衬，形成了“东府西祠”，楼阁碧水的壮丽景观。
",开封景点大全,,,,,96a8ec4e-db96-46c8-acc1-927f2bc89486
陕西,"　　大雁塔是现存最早、规模最大的唐代四方楼阁式砖塔，堪称中国唐朝佛教建筑艺术杰作，也是西安市著名的旅游景点。大雁塔又名大慈恩寺塔，原称慈恩寺西院浮屠，是玄奘为保存由天竺经丝绸之路带回长安的经卷佛像而主持修建。塔建于公元652年，塔身七层，通高64.5米，被视为古都西安的象征，今也为世界文化遗产。
",西安景点大全,,,,,442bfdbb-46fb-4093-b759-2c9154c4f5d5
江苏,"　　南京总统府是中国近代建筑遗存中规模最大、保存最完整的建筑群，也是南京民国建筑的主要代表之一，现已成为中国最大的近代史博物馆。景区内保存有较为完整、风格迥异的近现代建筑遗存和散布其间的著名碑碣，是一座具有江南特色的古典园林。1840年鸦片战争至1949年人民解放军占领南京的100多年里，这里多次成为中国政治军事的中枢、重大事件的策源地，是近代中国历史的重要遗址。
",南京景点大全,,,,,c1c54671-acdb-4ba3-a4cd-07d3a8d09879
云南,　　昆明石林风景名胜区是一个以岩溶地貌为主体的风景名胜区，在石林广达400平方公里的区域内，遍布着上百个黑色大森林一般的巨石群。有的独立成景，有的纵横交错，连成一片，占地数十亩，上百亩不等。石林拥有世界上喀斯特地貌演化历史最久远、分布面积最广、类型齐全、形态独特的古生代岩溶地貌群落石林，被誉为 “天下第一奇观”。最典型的一片叫李子营石林，奇石拔地而起，参差峰峦，千姿百态，鬼斧神工。,昆明景点大全,,,,,016c6a86-4359-4237-8a71-ba8bef068f03
山东,　　临沂蒙山旅游区为山东省十大最美景区之一、山东省十大新景点之一。蒙山为山东省第二高峰，被誉为“岱宗之亚”，素称“亚岱”，位于山东省临沂市蒙阴县南部，主峰海拔1156米。蒙山自然风光秀丽，兼有泰山之雄壮、黄山之秀美、华山之险峻、雁荡山之奇绝。,临沂景点大全,,,,,e21156e2-1f42-4c30-a1f6-39b216ba9a42
山东,　　济宁水泊梁山风景区是一个是凭借“水浒”文化资源优势而开发兴建的省级风景名胜旅游区，区内南梁山、北水泊，除了山体险峻、藏奇纳胜的自然风光，山中人文古迹亦与《水浒传》相辅相成，成为广大游客探书访古的旅游胜地。,济宁景点大全,,,,,95a6584a-6b63-4982-9269-90821783189e
广东,　　广州白云山为南粤名山，自古就有“羊城第一秀”之称，历史上羊城八景中的“菊湖云影”、“,广州景点大全,,,,,0b7d86dc-7950-409a-a668-c015bcfefb11
上海,"　　上海东方明珠是上海市中心最耀眼的摩天建筑之一，也是上海的地标性建筑之一。东方明珠即东方明珠广播电视塔，坐落在浦东新区陆家嘴黄浦江畔，由上海现代建筑设计有限公司设计。电视塔于1991年7月30日奠基，1994年竣工，高467.9米，由11个大小不一的球体串联一体，其设计来源于“大珠小珠落玉盘”的美妙意境。登上三个主球体，可站在不同的高度品赏浦江两岸的城市风光，尤其站在259米高的全视角全透明高空观光廊上，以“空中漫步”的独特方式欣赏申城全景。而夜晚登临观光层感受“不夜城”夜幕下的绚彩，更是难忘的享受。
",浦东新景点大全,,,,,3f6af978-6ea1-447d-9ba8-c25a3f8eef60
河北,"　　野三坡，是我国北方著名的旅游胜地，它是国家级重点风景名胜区，这里自然风光奇特，生态环境纯净，古老的历史文物独具特色，浓郁的民族风情丰富多彩。自1986年开发旅游业以来，以其独特的魅力，深受海内外游人的青睐。 国家级风景名胜区野三坡地处北京西部，河北省西北部，保定市涞水县境内。它以“雄、险、奇、幽”的自然景观和古老的历史文物，享有世外桃源之美誉。
",保定景点大全,,,,,fc12f8b8-836e-47e7-8459-30bb6b2a64ea
北京,　　颐和园是中国现存规模最大、保存最完整的皇家园林，也是保存得最完整的一座皇家行宫御苑，被誉为皇家园林博物馆。园区利用,海淀景点大全,,,,,696c392d-9fea-4b20-95e0-5069b28e5b9d
福建,"　　厦门鼓浪屿岛内风光秀丽，完好地保存了大量中外风格各异的建筑物，素有“海上花园”、“万国建筑博览”的美誉，又因为小岛音乐人才辈出，也被称为“钢琴之岛”、“音乐之乡”。鼓浪屿街道短小，纵横交错，是厦门最大的一个卫星岛之一，岛上岩石峥嵘，挺拔雄秀，因长年受海浪扑打，形成许多幽谷和峭崖，沙滩、礁石、峭壁、岩峰。
",厦门景点大全,,,,,9b42de02-a1e3-42e1-b73d-6da211f400c3
